position,dimension,norm,seed,contestant,algorithm,subm_date,approx_factor,title_note
329,104,2601,0,Kenji Kashiwabara and Masaharu Fukase,Other,2013-07-3,1.00662,We used our original Algorithm called ESS.<br />Our program is written in Java.<br />We calculated this on Mac mini for six days.
330,104,2644,0,Urs Wagner,Other,2010-11-10,1.02322,
331,104,2668,0,Yuanmi Chen and Phong Nguyen,Other,2010-06-11,1.03258,
332,104,2694,0,Yuanmi Chen and Phong Nguyen,Other,2010-06-11,1.04265,
333,104,2712,0,Yuanmi Chen and Phong Nguyen,Other,2010-05-25,1.04967,
334,103,2396,6787,Jim Johnson,Sieving,2022-05-14,0.92662,Modified G6K Workout. Total CPU time (over all threads): 658.1176s.
335,103,2409,5099,Jim Johnson,Sieving,2022-05-11,0.93476,Modified G6K Workout. Total CPU time (over all threads): 227.3853s.
336,103,2410,2567,Jim Johnson,Sieving,2022-02-12,0.93357,Modified G6K Workout. Total CPU time (over all threads): 606.5666s
337,103,2436,246,Jim Johnson,Sieving,2021-11-11,0.94634,Modified G6K Workout. Total CPU time (over all threads): 888.5422s.
338,103,2465,75,Jim Johnson,Sieving,2021-10-9,0.95648,Modified G6K Workout. Total CPU time: 1737.7788s.
339,103,2508,3,"N. Tateiwa, Y. Shinano, K. Yamamura, A. Yoshida, S. Kaji, M. Yasuda, K. Fujisawa",BKZ,2021-10-8,0.97168,solver: CMAP-LAP<br />main algorithm: parallel sharing DeepBKZ;<br />preprocess: LLL (fplll);<br />wall time: 3139 seconds;<br />machine: CPU-Cluster 144 cores (including 143 workers);<br />cpu: ntel(R) Xeon(R) CPU E5-2640 v3 @ 2.30 GHz<br />memory: 256 GB / node
340,103,2520,10,Junpei Yamaguchi and Masaya Yasuda,Other,2017-02-17,0.97800,
341,103,2604,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-12-18,1.00776,
342,103,2668,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-12-18,1.03280,
343,103,2672,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-12-18,1.03409,
344,103,2675,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-12-18,1.03522,
345,103,2685,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-12-18,1.03909,
346,103,2700,0,Alex Li,"BKZ,Other",2014-12-13,1.04494,
347,102,2369,2319,Jim Johnson,Sieving,2022-04-5,0.92020,Modified G6K Workout. Total CPU time (over all threads): 82.3066s.
348,102,2404,1802,Jim Johnson,Sieving,2022-02-12,0.93470,Modified G6K Workout. Total CPU time (over all threads): 225.1741s.
349,102,2424,1186,Jim Johnson,Sieving,2021-11-12,0.94400,Modified G6K Workout. Total CPU time (over all threads): 554.4056s.
350,102,2446,832,Jim Johnson,Sieving,2021-11-2,0.95301,Modified G6K Workout. Total CPU time (over all threads): 1111.0380s.
351,102,2452,599,Jim Johnson,Sieving,2021-10-21,0.95711,Modified G6K Workout. Total CPU time (over all threads): 346.1556s.
352,102,2475,354,Jim Johnson,Sieving,2021-10-19,0.96460,Modified G6K Workout. Total CPU time (over all threads): 952.0602s.
353,102,2478,89,Michael Burger,"ENUM,BKZ",2019-11-14,0.96879,Solved with code:<br />https://github.com/MiBu84/p3enum<br />in 4976s with 24 threads.<br />
354,102,2479,24,Masaya Yasuda,Other,2018-04-11,0.96406,DeepBKZ-40 with early-abort strategy
355,102,2512,10,Junpei Yamaguchi and Masaya Yasuda,Other,2017-02-16,0.98118,
356,102,2555,0,Kenji Kashiwabara and Masaharu Fukase,Other,2013-06-30,0.99562,We used our original algorithm called ESS.<br />Our program is written in JAVA.<br />We calculated this on Mac mini for three days.<br />
357,102,2597,0,Po-Chun Kuo,"ENUM,Other",2011-01-11,1.01207,
358,102,2642,0,Yuanmi Chen and Phong Nguyen,Other,2010-06-14,1.02973,
359,102,2672,0,Yuanmi Chen and Phong Nguyen,Other,2010-05-24,1.04150,
360,101,2343,5162,Jim Johnson,Sieving,2022-05-27,0.91562,Modified G6K Workout. Total CPU time (over all threads): 426.4117s.
361,101,2362,3128,Jim Johnson,Sieving,2022-05-23,0.92714,Modified G6K Workout. Total CPU time (over all threads): 172.2286s.
362,101,2379,2438,Jim Johnson,Sieving,2022-04-4,0.92900,Modified G6K Workout. Total CPU time (over all threads): 206.6082s.
363,101,2383,1423,Jim Johnson,Sieving,2021-10-28,0.93367,Modified G6K Workout. Total CPU time (over all threads): 297.4876s..
364,101,2446,891,Michael Burger,"ENUM,BKZ",2019-01-11,0.95905,"CPU-parallel pruned enumeration on BKZ2.0-56 reduced bases from fplll. Running with 16T, processing 56 bases, Runtime 718 seconds."
365,101,2448,460,Hayato Waki and Masaya Yasuda,"BKZ,Other",2016-06-27,0.95913,
366,101,2617,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-12-18,1.02159,
367,101,2647,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-12-18,1.03327,
368,101,2650,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-12-18,1.03441,
369,101,2665,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-12-18,1.04037,
370,101,2670,0,Alex Li,"BKZ,Other",2014-12-4,1.04225,
371,100,2214,46937,"Ziyu Zhao, Jintai Ding, Bo-Yin Yang",Sieving,2024-05-4,0.87027,"algorithm: bgj1-epi8,<br />machine: dual Intel Xeon Gold 6338 server with 256GB of RAM,<br />spent around 45 core seconds for each seed (MSD = 82)."
372,100,2334,4582,Jim Johnson,Sieving,2022-09-8,0.92105,Modified G6K Workout. Total CPU time (over all threads): 152.3779s.
373,100,2337,3473,Jim Johnson,Sieving,2022-04-14,0.91812,Modified G6K Workout. Total CPU time (over all threads): 333.5786s.
374,100,2353,3234,Jim Johnson,Sieving,2022-04-14,0.92784,Modified G6K Workout. Total CPU time (over all threads): 439.2818s.
375,100,2365,1342,Jim Johnson,Sieving,2022-03-3,0.92959,Modified G6K Workout. Total CPU time (over all threads): 268.1074s.
376,100,2367,218,Michael Burger,"ENUM,BKZ",2018-10-21,0.93331,"Extreme pruned BKZ 60 from fplll library run in parallel and extreme pruned enumeration to find the vector (Time BKZ to create 20 candidates in parallel ~4000sec, Time Enum 400 sec)"
377,100,2422,26,Felix Fontein,"BKZ,Other",2013-04-5,0.95440,BKZ-30 + Deep Insertions to the first 50 vectors
378,100,2526,1,Felix Fontein,"BKZ,Other",2012-08-16,0.99609,"Appeared during BKZ-30 with Deep Insertions to the first 50 vectors without preprocessing and with alpha = 0.99. The vector was not in the final result.<br />36504 enumerations were done until the vector was found, 5028 of them resulted in a shorter vector inserted; the running time was 7.6 hours.<br />The vector was also contained in the final output of three BKZ-40 runs with different configurations of Deep Insertions (for the 40 first vectors, a block of 50 vectors, or both the first 50 and a block of 50 vectors)."
379,100,2571,0,"Po-Chun Kuo, Michael Schneider","ENUM,BKZ",2011-03-8,1.01252,GPU Extreme Pruning Enum<br />NV GTX480<br />34m10.055s
380,100,2610,0,"Michael Schneider, ï¿½zgï¿½r Dagdelen, Jan Reichelt","ENUM,Other",2010-11-14,1.02760,time: 14825s
381,100,2638,0,Yuanmi Chen and Phong Nguyen,Other,2010-06-10,1.03872,
382,100,2645,0,Yuanmi Chen and Phong Nguyen,Other,2010-05-12,1.04144,
383,99,2338,5569,Jim Johnson,Sieving,2022-02-12,0.92175,Modified G6K Workout. Total CPU time (over all threads): 268.6027s.
384,99,2374,1679,Jim Johnson,Sieving,2021-11-1,0.93968,Modified G6K Workout. Total CPU time (over all threads): 1037.0835s..
385,99,2397,1445,Jim Johnson,Sieving,2021-10-30,0.95026,Modified G6K Workout. Total CPU time (over all threads): 215.9140s.
386,99,2409,1251,Jim Johnson,Sieving,2021-10-24,0.95080,Modified G6K Workout. Total CPU time (over all threads): 114.0931s.
387,99,2417,1145,Jim Johnson,Sieving,2021-10-24,0.95701,Modified G6K Workout. Total CPU time (over all threads): 308.5240s.
388,99,2423,1042,Jim Johnson,Sieving,2021-10-23,0.95988,Modified G6K Workout. Total CPU time (over all threads): 617.0056s.
389,99,2425,691,Jim Johnson,Sieving,2021-10-18,0.95611,Modified G6K Workout. Total CPU time (over all threads): 564.9005s.
390,99,2433,603,Jim Johnson,Sieving,2021-10-17,0.95951,Modified G6K Workout. Total CPU time (over all threads): 735.6614s.
391,99,2437,487,Jim Johnson,Sieving,2021-10-15,0.96318,Modified G6K Workout Total CPU time (all threads): 313.4039s..
392,99,2438,432,Jim Johnson,Sieving,2021-09-28,0.96107,Modified G6K. Total CPU time 179.5788s.
393,99,2491,423,Michael Burger,"ENUM,BKZ",2018-10-18,0.98819,"BKZ-62 reduction with extreme pruning within fplll library followed by OpenMP-parallelized, parametrized extreme pruned enumeration.<br /><br />Total runtime: 15 minutes (897 s) with 32 Threads on dual socket Intel(R) Xeon(R) CPU E5-2698 machine."
394,99,2503,400,Nikolaos Chatzis and Konstadinos A. Draziotis,"ENUM,BKZ",2018-04-14,0.99015,BKZ 2.0 + Randomizing Parallel Enumeration using 4 Threads ...wall time : 120m
395,99,2547,999,"Satoshi Nakamura,Michiko Ooka,Junpei Yamaguchi,Masaya Yasuda",Other,2017-11-28,1.00729,DeepBKZ-40 with full enumeration
396,99,2604,999,Zhongxiang Zheng and Xiaoyun Wang,BKZ,2016-09-7,1.02982,
397,99,2606,998,Zhongxiang Zheng and Xiaoyun Wang,BKZ,2016-09-7,1.02872,
398,99,2635,997,Zhongxiang Zheng and Xiaoyun Wang,BKZ,2016-09-7,1.04510,"We test our new BKZ method in Basis with seed 997, 998 and 999, all of them get results after a few hours"
399,99,2642,0,Fï¿½bio Correia and Artur Mariano,ENUM,2014-11-18,1.04216,
400,99,2659,0,Fï¿½bio Correia and Artur Mariano,ENUM,2014-11-18,1.04913,
401,99,2660,0,Fï¿½bio Correia and Artur Mariano,ENUM,2014-11-18,1.04939,
402,98,2260,6139,Jim Johnson,Sieving,2022-02-12,0.89819,Modified G6K Workout. Total CPU time (over all threads): 88.9675s.
403,98,2354,239,Jim Johnson,Sieving,2021-10-15,0.93629,Modified G6K Workout Total CPU time: 182.6984s.
404,98,2418,129,Jim Johnson,Sieving,2021-10-12,0.96313,Modified G6K Workout Total CPU time: 170.8330s.
405,98,2431,111,Jim Johnson,Sieving,2021-10-2,0.96458,Modified G6K Workout. Total CPU time: 286.4140s.
406,98,2454,33,Jim Johnson,Sieving,2021-09-27,0.97497,Modified G6K Workout. Total CPU time: 313.6271s.
407,98,2496,27,Michael Burger,"ENUM,BKZ",2019-01-10,0.99398,"CPU-parallel pruned enumeration on a fplll-BKZ2.0-56 reduced basis. Running with 16T, processing 4 bases, runtime 107 sec."
408,98,2514,116,Nikolaos Chatzis and Konstadinos A. Draziotis,"ENUM,BKZ",2018-04-14,0.99644,BKZ 2.0 + Randomizing Parallel Enumeration using 4 Threads ...wall time : 140m
409,98,2541,0,Yuanmi Chen and Phong Nguyen,Other,2010-06-9,1.00927,
410,98,2579,0,Yuanmi Chen and Phong Nguyen,Other,2010-06-9,1.02430,
411,98,2607,0,Yuanmi Chen and Phong Nguyen,Other,2010-05-14,1.03554,
412,97,2304,7582,Jim Johnson,Sieving,2022-02-12,0.91949,Modified G6K Workout. Total CPU time (over all threads): 113.3501s.
413,97,2334,4198,Jim Johnson,Sieving,2021-11-24,0.93144,Modified G6K Workout. Total CPU time (over all threads): 98.1663s.
414,97,2346,1033,Jim Johnson,Sieving,2021-10-29,0.93985,Modified G6K Workout. Total CPU time (over all threads): 784.3853s.
415,97,2375,510,Jim Johnson,Sieving,2021-10-9,0.94767,Modified G6K Workout. Total CPU time: 422.3748s
416,97,2408,404,Jim Johnson,Sieving,2021-10-9,0.96398,Modified G6K Workout. Total CPU time: 544.7249s
417,97,2410,243,Jim Johnson,Sieving,2021-10-4,0.96501,Modified G6K Workout. Total CPU time: 443.5099s.
418,97,2418,164,Michael Burger,"ENUM,BKZ",2019-01-10,0.96802,"CPU-parallel pruned enumeration on a fplll-BKZ2.0-56 reduced basis. Running with 16T, processing 5 bases, Runtime 65sec."
419,97,2481,906,"Satoshi Nakamura,Michiko Ooka,Junpei Yamaguchi,Masaya Yasuda",Other,2017-12-11,0.99172,DeepBKZ with full enumeration
420,97,2506,906,Hayato Waki and Masaya Yasuda,"BKZ,Other",2016-06-28,1.00197,
421,97,2546,0,Alex Li,BKZ,2014-07-2,1.01809,using Intel Xeon CPU (3.30GHz)
422,96,2314,8012,Jim Johnson,Sieving,2021-11-16,0.93111,Modified G6K Workout. Total CPU time (over all threads): 132.8047s.
423,96,2326,3376,Jim Johnson,Sieving,2021-11-8,0.93540,Modified G6K Workout. Total CPU time (over all threads): 199.3417s.
424,96,2342,1677,Jim Johnson,Sieving,2021-10-29,0.93899,Modified G6K Workout. Total CPU time (over all threads): 117.3627s.
425,96,2349,970,Jim Johnson,Sieving,2021-10-25,0.94353,Modified G6K Workout. Total CPU time (over all threads): 537.1373s.
426,96,2369,860,Jim Johnson,Sieving,2021-10-23,0.94864,Modified G6K Workout. Total CPU time (over all threads): 72.7174s.
427,96,2370,414,Jim Johnson,Sieving,2021-10-2,0.95059,Modified G6K Workout. Total CPU time: 153.5808s.
428,96,2416,301,Jim Johnson,Sieving,2021-10-1,0.96792,Modified G6K Workout. Total CPU time:460.8374s.
429,96,2425,145,Jim Johnson,Sieving,2021-09-30,0.97447,Modified G6K Workout. Total CPU time:125.8415s.
430,96,2441,18,"N. Tateiwa, Y. Shinano, A. Yoshida, S. Nakamura, S. Kaji, M. Yasuda, K. Fujisawa","ENUM,BKZ",2019-11-11,0.97599,preprocess DeepBKZ20 + pruned-parallel Enum with 120 processes; total runtime 419 seconds
431,96,2484,14,"N. Tateiwa, Y. Shinano, A. Yoshida, S. Nakamura, S. Kaji, M. Yasuda, K. Fujisawa","ENUM,BKZ",2019-11-11,0.99750,preprocess DeepBKZ20 + pruned-parallel Enum with 120 processes; total runtime 591 seconds
432,96,2490,19,"N. Tateiwa, Y. Shinano, A. Yoshida, S. Nakamura, S. Kaji, M. Yasuda, K. Fujisawa","ENUM,BKZ",2019-11-11,0.99760,preprocess DeepBKZ20 + pruned-parallel Enum with 120 processes; total runtime 369 seconds
433,96,2496,7,"N. Tateiwa, Y. Shinano, A. Yoshida, S. Nakamura, S. Kaji, M. Yasuda, K. Fujisawa","ENUM,BKZ",2019-11-11,1.00230,preprocess DeepBKZ20 + pruned-parallel Enum with 120 processes; total runtime 488.516s
434,96,2504,3,"Nariaki Tateiwa, Akihiro Yoshida, Satoshi Nakamura, Shizuo Kaji, Masaya Yasuda, Katsuki Fujisawa","ENUM,BKZ",2019-11-11,1.00317,preprocess DeepBKZ20 + pruned-parallel Enum with 120 processes; total runtime 389.288s
435,96,2506,21,Michael Burger,"ENUM,BKZ",2018-10-10,1.00916,"BKZ-50 reduction with extreme pruning within fplll library followed by OpenMP-parallelized, parametrized extreme pruned enumeration.<br /><br />Total runtime: 190 seconds with 32 Threads on dual socket Intel(R) Xeon(R) CPU E5-2698 machine."
436,96,2520,122,Nikolaos Chatzis and Konstadinos A. Draziotis,"ENUM,BKZ",2018-04-14,1.01334,BKZ 2.0 + Randomizing Parallel Enumeration using 4 Threads ...wall time : 90m
437,96,2522,0,"Tsukasa Ishiguro, Shinsaku Kiyomoto, Yutaka Miyake, Tsuyoshi Takagi",Sieving,2013-01-17,1.00851,
438,96,2558,0,Urs Wagner,Other,2011-01-21,1.02293,\’Iterative\’ LLL
439,96,2568,0,Yuanmi Chen and Phong Nguyen,Other,2010-06-8,1.02672,
440,96,2571,0,Yuanmi Chen and Phong Nguyen,Other,2010-06-7,1.02780,
441,96,2587,0,Yuanmi Chen and Phong Nguyen,Other,2010-06-7,1.03447,
442,96,2609,0,Yuanmi Chen and Phong Nguyen,Other,2010-05-12,1.04318,
443,95,2220,4056,Jim Johnson,Sieving,2022-02-12,0.89584,Modified G6K Workout. Total CPU time (over all threads): 22.6640s.
444,95,2309,521,Jim Johnson,Sieving,2021-12-2,0.93291,Modified G6K Workout. Total CPU time (over all threads): 29.3246s.
445,95,2310,248,Jim Johnson,Sieving,2021-09-29,0.93170,Modified G6K Workout. Total CPU time 54.7424s.
446,95,2417,135,Michael Burger,"ENUM,BKZ",2019-01-9,0.97743,"CPU-parallel, pruned enumeration with fplll pre-processing. Running with 16 T. Processing 10 bases in 76.4 seconds."
447,95,2424,122,Michael Burger,"ENUM,BKZ",2019-01-9,0.98082,CPU-parallel pruned enumeration with fplll pre-processing. Found after 52 bases in 413.78s with 16 T.
448,95,2473,121,Nikolaos Chatzis and Konstadinos A. Draziotis,"ENUM,BKZ",2018-04-14,1.00083,BKZ 2.0 + Randomizing Parallel Enumeration using 4 Threads ...wall time : 30m
449,95,2521,0,"Junpei Yamaguchi, Masaya Yasuda and Takuya Hayashi",Other,2017-06-23,1.01405,
450,95,2523,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-11-18,1.01478,
451,95,2542,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-11-18,1.02276,
452,95,2552,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-11-18,1.02655,
453,95,2566,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-11-18,1.03241,
454,95,2574,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-11-18,1.03551,
455,95,2584,0,Alex Li,"BKZ,Other",2014-06-8,1.03941,
456,94,2276,4719,Jim Johnson,Sieving,2022-02-12,0.92475,Modified G6K Workout. Total CPU time (over all threads): 137.2516s.
457,94,2283,678,Jim Johnson,Sieving,2021-10-28,0.92343,Modified G6K Workout. Total CPU time (over all threads): 25.9518s..
458,94,2313,229,Jim Johnson,Sieving,2021-10-16,0.94081,Modified G6K Workout. Total CPU time (over all threads): 384.1221s..
459,94,2342,147,Michael Burger,"ENUM,BKZ",2018-10-27,0.94770,"BKZ-56 reduction with extreme pruning within fplll library followed by OpenMP-parallelized, parametrized extreme pruned enumeration.<br /><br />Total runtime: 279 seconds with 24 Threads on dual socket Intel(R) Xeon(R) CPU E5-2698 machine."
460,94,2446,800,Nikolaos Chatzis and Konstadinos A. Draziotis,"ENUM,BKZ",2018-04-16,0.99073,BKZ 2.0 + Randomizing Parallel Enumeration using 4 Threads...wall time : 60m
461,94,2473,650,"Malin Haque, Dipta Das & Nafiul Hassan",Other,2017-02-23,0.99944,
462,94,2526,0,Phong Nguyen,ENUM,2014-03-5,1.02066,
463,94,2528,0,"Michael Schneider, ï¿½zgï¿½r Dagdelen, Jan Reichelt","BKZ,Other",2010-11-12,1.02145,
464,94,2543,0,Yuanmi Chen and Phong Nguyen,Other,2010-06-8,1.02776,
465,94,2565,0,Yuanmi Chen and Phong Nguyen,Other,2010-05-11,1.03656,
466,93,2190,1139,Jim Johnson,Sieving,2021-11-14,0.89074,Modified G6K Workout. Total CPU time (over all threads): 14.6681s.
467,93,2285,302,Jim Johnson,Sieving,2021-09-30,0.93091,Modified G6K Workout. Total CPU time:15.1198s.
468,93,2382,283,Jim Johnson,Sieving,2021-09-30,0.96894,Modified G6K Workout. Total CPU time 148.5300s.
469,93,2388,257,Michael Burger,"ENUM,BKZ",2018-10-10,0.97091,"BKZ-52 pruned from fplll lbirary combined with extreme pruned and parametrized, OpenMP-parallelized Enumeration. <br /><br />System: Dual Socket Intel E5-2680 v3 with 64 GB RAM.<br /><br />Problem solved in overall runtime of 233 seconds with 24 Threads."
470,93,2396,133,Hayato Waki and Masaya Yasuda,"BKZ,Other",2016-06-27,0.97645,
471,93,2548,0,Alex Li,"ENUM,BKZ",2015-03-16,1.03843,
472,93,2559,0,"Fï¿½bio Correia, Artur Mariano and Alberto Proenï¿½a",ENUM,2014-05-17,1.04290,
473,92,2266,1351,Jim Johnson,Sieving,2021-10-30,0.92823,Modified G6K Workout. Total CPU time (over all threads): 12.3920s.
474,92,2276,904,Jim Johnson,Sieving,2021-10-17,0.93258,Modified G6K Workout. Total CPU time (over all threads): 86.6447s..
475,92,2295,501,Jim Johnson,Sieving,2021-10-15,0.94242,Modified G6K Workout Total CPU time: 32.7339s..
476,92,2308,148,Michael Burger,"ENUM,BKZ",2019-11-14,0.94703,Solved with:<br />https://github.com/MiBu84/p3enum/tree/EvolutionStrategy<br />in 198 sec with 24 threads.
477,92,2327,60,Michael Burger,"ENUM,BKZ",2018-10-26,0.95185,"BKZ-56 reduction with extreme pruning within fplll library followed by OpenMP-parallelized, parametrized extreme pruned enumeration.<br /><br />Total runtime: 396.67 seconds with 24 Threads on dual socket Intel(R) Xeon(R) CPU E5-2698 machine."
478,92,2440,0,Artur Mariano,Sieving,2014-11-28,0.99680,
479,92,2454,0,"Michael Schneider, ï¿½zgï¿½r Dagdelen, Jan Reichelt","ENUM,Other",2010-12-17,1.00236,Running time: 36966 Enum calls: 162
480,92,2492,0,Urs Wagner,Other,2010-08-19,1.01782,
481,92,2498,0,Yuanmi Chen and Phong Nguyen,Other,2010-05-11,1.02058,
482,91,2239,5621,Jim Johnson,Sieving,2021-11-1,0.92070,Modified G6K Workout. Total CPU time (over all threads): 30.3756s..
483,91,2251,3924,Jim Johnson,Sieving,2021-10-31,0.92734,Modified G6K Workout. Total CPU time (over all threads): 26.2533s.
484,91,2256,1303,Jim Johnson,Sieving,2021-10-23,0.92962,Modified G6K Workout. Total CPU time (over all threads): 61.4747s.
485,91,2288,778,Jim Johnson,Sieving,2021-10-12,0.93830,Modified G6K Workout Total CPU time: 42.3245s.
486,91,2294,733,Jim Johnson,Sieving,2021-10-3,0.94639,Modified G6K Workout. Total CPU time: 38.1081s.
487,91,2315,161,Jim Johnson,Sieving,2021-09-25,0.95552,Modified G6K Workout. Total CPU time 87.3858s.
488,91,2323,421,Michael Burger,"ENUM,BKZ",2019-01-10,0.95705,"CPU-parallel pruned enumeration on basis reduced with fplll-BKZ2.0-50. Running with 16T, 1 basis processed, runtime 24.58 seconds."
489,91,2330,78,Michael Burger,"ENUM,BKZ",2018-10-26,0.95965,"BKZ-55 reduction with extreme pruning within fplll library followed by OpenMP-parallelized, parametrized extreme pruned enumeration.<br /><br />Total runtime: 520 seconds with 24 Threads on dual socket Intel(R) Xeon(R) CPU E5-2698 machine."
490,91,2424,1203,"Malin Haque, Dipta Das & Nafiul Hassan",Other,2017-02-22,0.99622,
491,91,2433,0,Alex Li,"ENUM,BKZ",2015-03-15,1.00467,
492,91,2468,0,Dan Ding,"BKZ,Other",2013-03-5,1.01920,439638s
493,90,2202,3568,Jim Johnson,Sieving,2021-11-2,0.90972,Modified G6K Workout. Total CPU time (over all threads): 13.8977s.
494,90,2226,1705,Jim Johnson,Sieving,2021-09-25,0.92431,Modified G6K Workout. Total CPU time 70.6004s.
495,90,2241,78,Michael Burger,"ENUM,BKZ",2018-11-29,0.92844,CPU-parallel pruned enumeration on 24 T in 50 sec.
496,90,2325,11,Felix Fontein,"BKZ,Other",2012-11-15,0.95952,"BKZ with blocksize 30, reduction parameter 0.99 and Deep Insertions to the first 30 vectors. Found this vector after 6.1 minutes and 17623 enum calls (47% of them successful). The total reduction time was 1.58 hours and 626098 enum calls (43% of them successfull)."
497,90,2358,9,"Michael Schneider, ï¿½zgï¿½r Dagdelen, Jan Reichelt","ENUM,Other",2010-12-14,0.97751,Running time: 17310<br />Enum calls: 7
498,90,2419,0,Yuanmi Chen and Phong Nguyen,Other,2010-06-7,0.99866,
499,90,2482,0,Yuanmi Chen and Phong Nguyen,Other,2010-05-11,1.02470,
500,89,2209,6281,Jim Johnson,Sieving,2021-10-29,0.91649,Modified G6K Workout. Total CPU time (over all threads): 47.8821s.
501,89,2220,5193,Jim Johnson,Sieving,2021-10-29,0.92400,Modified G6K Workout. Total CPU time (over all threads): 20.7449s..
502,89,2231,994,Jim Johnson,Sieving,2021-10-16,0.92787,Modified G6K Workout. Total CPU time (over all threads): 68.0459s..
503,89,2259,223,Michael Burger,"ENUM,BKZ",2018-10-26,0.93922,"BKZ-47 reduction with extreme pruning within fplll library followed by OpenMP-parallelized, parametrized extreme pruned enumeration.<br /><br />Total runtime: 100 seconds with 24 Threads on dual socket Intel(R) Xeon(R) CPU E5-2698 machine."
504,89,2329,218,Hayato Waki and Masaya Yasuda,"BKZ,Other",2016-06-27,0.97230,
505,89,2459,0,Alex Li,"BKZ,Other",2014-12-3,1.02610,41940s
506,89,2468,7,"Yuntao Wang, Tsuyoshi Takagi",BKZ,2014-07-1,1.02604,
507,89,2475,0,Kenji Kashiwabara and Masaharu Fukase,Other,2014-04-15,1.03281,
508,89,2532,1512,P.G. Demidov Yaroslavl State University team,Other,2013-04-18,1.04958,
509,88,2192,184,Hayato Waki and Masaya Yasuda,"BKZ,Other",2016-06-26,0.91666,
510,88,2404,6,Michael Schneider,BKZ,2010-10-27,1.00410,sage BKZ 2-41
511,87,2114,9651,Jim Johnson,Sieving,2022-02-12,0.89134,Modified G6K Workout. Total CPU time (over all threads): 36.9259s.
512,87,2157,2488,Jim Johnson,Sieving,2021-10-15,0.90722,Modified G6K Workout Total CPU time: 22.8158s..
513,87,2218,629,Jim Johnson,Sieving,2021-10-1,0.93659,Modified G6K Workout. Total CPU time: 16.5335s.
514,87,2231,606,Jim Johnson,Sieving,2021-10-1,0.94128,Modified G6K Workout. Total CPU time: 40.1398s.
515,87,2244,295,Jim Johnson,Sieving,2021-10-1,0.94698,Modified G6K Workout. Total CPU time: 28.9653s.
516,87,2252,15,Jim Johnson,Sieving,2021-09-26,0.95043,Modified G6K Workout. Total CPU time: 21.8385s.
517,87,2328,6,Jim Johnson,Sieving,2021-09-26,0.97569,Modified G6K Workout. Total CPU time: 78.5710s.
518,87,2342,4,Michael Burger,"ENUM,BKZ",2018-10-11,0.98885,"BKZ-49 reduction with extreme pruning within fplll library followed by OpenMP-parallelized, parametrized extreme pruned enumeration.<br /><br />Total runtime: 244 seconds with 8 Threads on AMD Ryzen 2700 machine."
519,87,2362,0,Alex Li,"BKZ,Other",2014-12-3,0.99025,41940s
520,87,2408,1112,Malin Haque,BKZ,2013-05-6,1.01150,"~10980s, block-35"
521,87,2497,0,Dan Ding,"BKZ,Other",2013-03-4,1.04664,335022s
522,86,2174,8971,Jim Johnson,Sieving,2021-10-25,0.91779,Modified G6K Workout. Total CPU time (over all threads): 24.3433s.
523,86,2178,5233,Jim Johnson,Sieving,2021-10-18,0.92315,Modified G6K Workout. Total CPU time (over all threads): 14.6247s.
524,86,2185,2966,Jim Johnson,Sieving,2021-10-15,0.92765,Modified G6K Workout Total CPU time: 14.7595s.
525,86,2201,2825,Jim Johnson,Sieving,2021-10-15,0.93344,Modified G6K Workout Total CPU time: 80.3113s.
526,86,2206,1755,Jim Johnson,Sieving,2021-10-7,0.93499,Modified G6K Workout. Total CPU time: 8.7645s.
527,86,2232,446,"N. Tateiwa, Y. Shinano, A. Yoshida, S. Nakamura, S. Kaji, M. Yasuda, K. Fujisawa","ENUM,BKZ",2019-10-31,0.94111,preprocess BKZ20 + pruned-parallel Enum
528,86,2276,279,"N. Tateiwa, Y. Shinano, A. Yoshida, S. Nakamura, S. Kaji, M. Yasuda, K. Fujisawa","ENUM,BKZ",2019-10-31,0.96537,preprocess BKZ20 + pruned-parallel Enum
529,86,2284,456,"N. Tateiwa, Y. Shinano, A. Yoshida, S. Nakamura, S. Kaji, M. Yasuda, K. Fujisawa","ENUM,BKZ",2019-10-31,0.96386,preprocess BKZ20 + pruned-parallel Enum
