dim,seed,method,pipeline,norm,gh,norm_over_gh,file,status,error
67,72,bkz20,20,3303.89603347321,2014.463687653061,1.640087162515396,svp_dim67_seed72.txt,ok,
67,72,bkz20_30,20+30,2982.1534165766866,2014.4636876530647,1.4803708971547764,svp_dim67_seed72.txt,ok,
67,72,bkz20_30_40,20+30+40,2651.159934820983,2014.463687653061,1.3160624095983091,svp_dim67_seed72.txt,ok,
67,72,lll,LLL,3481.7488421768717,2014.4636876530558,1.7283750824187214,svp_dim67_seed72.txt,ok,
67,100,bkz20,20,3269.652580932722,2023.8661851616139,1.6155478088941075,svp_dim67_seed100.txt,ok,
67,100,bkz20_30,20+30,3269.652580932722,2023.866185161605,1.6155478088941146,svp_dim67_seed100.txt,ok,
67,100,bkz20_30_40,20+30+40,2981.3943046836316,2023.8661851616102,1.4731182953410333,svp_dim67_seed100.txt,ok,
67,100,lll,LLL,3870.9648668000063,2023.866185161612,1.9126585024152165,svp_dim67_seed100.txt,ok,
67,8165,bkz20,20,3110.7425158633755,2010.5746940852125,1.5471907236347298,svp_dim67_seed8165.txt,ok,
67,8165,bkz20_30,20+30,3077.732769426223,2010.574694085207,1.5307726584246915,svp_dim67_seed8165.txt,ok,
67,8165,bkz20_30_40,20+30+40,2773.9881037956875,2010.5746940852055,1.3796991039210453,svp_dim67_seed8165.txt,ok,
67,8165,lll,LLL,3352.1047119682903,2010.5746940852107,1.6672370948613084,svp_dim67_seed8165.txt,ok,
67,63098,bkz20,20,3395.1541938474625,2027.7840546503917,1.6743174333880526,svp_dim67_seed63098.txt,ok,
67,63098,bkz20_30,20+30,3035.9061250308787,2027.7840546503865,1.497154550588625,svp_dim67_seed63098.txt,ok,
67,63098,bkz20_30_40,20+30+40,2990.600942954444,2027.7840546503865,1.4748123381757523,svp_dim67_seed63098.txt,ok,
67,63098,lll,LLL,3472.4091060818287,2027.7840546503828,1.7124156283399312,svp_dim67_seed63098.txt,ok,
68,0,bkz20,20,3409.4791391061462,2034.281162260147,1.6760117541068478,svp_dim68_seed0.txt,ok,
68,0,bkz20_30,20+30,3307.310689971537,2034.2811622601562,1.6257883872340446,svp_dim68_seed0.txt,ok,
68,0,bkz20_30_40,20+30+40,2826.6605738928033,2034.2811622601416,1.38951322281936,svp_dim68_seed0.txt,ok,
68,0,lll,LLL,4416.862687473991,2034.281162260147,2.1712154491794657,svp_dim68_seed0.txt,ok,
68,1,bkz20,20,3148.5706280787135,2037.3761559502693,1.545404671043754,svp_dim68_seed1.txt,ok,
68,1,bkz20_30,20+30,3037.3748533890252,2037.376155950273,1.4908267403239208,svp_dim68_seed1.txt,ok,
68,1,bkz20_30_40,20+30+40,2852.952330481532,2037.376155950273,1.4003071166555683,svp_dim68_seed1.txt,ok,
68,1,lll,LLL,3200.271863451603,2037.3761559502784,1.5707810529268338,svp_dim68_seed1.txt,ok,
68,2,bkz20,20,2939.048315356518,2039.1009681117343,1.4413451620682425,svp_dim68_seed2.txt,ok,
68,2,bkz20_30,20+30,2939.048315356518,2039.1009681117343,1.4413451620682425,svp_dim68_seed2.txt,ok,
68,2,bkz20_30_40,20+30+40,2715.8606370725306,2039.1009681117343,1.3318912008498995,svp_dim68_seed2.txt,ok,
68,2,lll,LLL,4068.3201693082087,2039.1009681117343,1.9951538609074317,svp_dim68_seed2.txt,ok,
68,3,bkz20,20,3702.3736980483195,2031.2277423955638,1.822727024042051,svp_dim68_seed3.txt,ok,
68,3,bkz20_30,20+30,3177.755182514854,2031.2277423955602,1.564450463229258,svp_dim68_seed3.txt,ok,
68,3,bkz20_30_40,20+30+40,2896.299535614365,2031.2277423955657,1.4258861648859529,svp_dim68_seed3.txt,ok,
68,3,lll,LLL,4165.258575406816,2031.2277423955638,2.0506113068810516,svp_dim68_seed3.txt,ok,
68,16,bkz20,20,3153.6153855535385,2038.1654324739022,1.547281361614359,svp_dim68_seed16.txt,ok,
68,16,bkz20_30,20+30,3153.6153855535385,2038.1654324739077,1.547281361614355,svp_dim68_seed16.txt,ok,
68,16,bkz20_30_40,20+30+40,2669.703916167486,2038.1654324739077,1.309856341213197,svp_dim68_seed16.txt,ok,
68,16,lll,LLL,3498.328743843269,2038.1654324739095,1.7164105955800775,svp_dim68_seed16.txt,ok,
68,539,bkz20,20,3386.8982860428496,2026.5902890408825,1.6712298999743829,svp_dim68_seed539.txt,ok,
68,539,bkz20_30,20+30,3386.8982860428496,2026.5902890408788,1.6712298999743858,svp_dim68_seed539.txt,ok,
68,539,bkz20_30_40,20+30+40,2827.5475239153807,2026.5902890408736,1.3952240564882885,svp_dim68_seed539.txt,ok,
68,539,lll,LLL,3922.5399934226325,2026.5902890408806,1.9355367558180905,svp_dim68_seed539.txt,ok,
68,1861,bkz20,20,3133.242569607399,2032.6204788731918,1.5414793869165142,svp_dim68_seed1861.txt,ok,
68,1861,bkz20_30,20+30,3133.242569607399,2032.6204788731936,1.5414793869165127,svp_dim68_seed1861.txt,ok,
68,1861,bkz20_30_40,20+30+40,3133.242569607399,2032.6204788731918,1.5414793869165142,svp_dim68_seed1861.txt,ok,
68,1861,lll,LLL,3155.234064217743,2032.6204788731936,1.552298669138118,svp_dim68_seed1861.txt,ok,
68,7542,bkz20,20,3028.381746081557,2040.6811189802997,1.484005373458249,svp_dim68_seed7542.txt,ok,
68,7542,bkz20_30,20+30,2904.819787869808,2040.6811189803016,1.4234560024357474,svp_dim68_seed7542.txt,ok,
68,7542,bkz20_30_40,20+30+40,2685.8026733176066,2040.6811189803034,1.3161305058086,svp_dim68_seed7542.txt,ok,
68,7542,lll,LLL,3635.0660241596734,2040.6811189803016,1.7813003660150797,svp_dim68_seed7542.txt,ok,
68,3545421,bkz20,20,2697.6534247378772,2028.9785448497603,1.3295623216842,svp_dim68_seed3545421.txt,ok,
68,3545421,bkz20_30,20+30,2697.6534247378772,2028.9785448497566,1.3295623216842025,svp_dim68_seed3545421.txt,ok,
68,3545421,bkz20_30_40,20+30+40,2697.6534247378772,2028.9785448497514,1.329562321684206,svp_dim68_seed3545421.txt,ok,
68,3545421,lll,LLL,3423.869156378497,2028.9785448497532,1.6874841604754554,svp_dim68_seed3545421.txt,ok,
69,0,bkz20,20,2808.523099424323,2040.0035050814977,1.3767246440648262,svp_dim69_seed0.txt,ok,
69,0,bkz20_30,20+30,2808.523099424323,2040.0035050814922,1.3767246440648298,svp_dim69_seed0.txt,ok,
69,0,bkz20_30_40,20+30+40,2808.523099424323,2040.0035050814904,1.376724644064831,svp_dim69_seed0.txt,ok,
69,0,lll,LLL,3761.733244130956,2040.0035050814904,1.8439837160871393,svp_dim69_seed0.txt,ok,
69,1,bkz20,20,3032.8902057278674,2046.8781698164187,1.4817150578140577,svp_dim69_seed1.txt,ok,
69,1,bkz20_30,20+30,3032.8902057278674,2046.8781698164241,1.4817150578140537,svp_dim69_seed1.txt,ok,
69,1,bkz20_30_40,20+30+40,2806.074304076783,2046.8781698164205,1.3709044072361438,svp_dim69_seed1.txt,ok,
69,1,lll,LLL,3845.5404041564852,2046.8781698164332,1.8787343872553774,svp_dim69_seed1.txt,ok,
69,2,bkz20,20,3454.8564369594283,2038.9533037376993,1.6944264641206699,svp_dim69_seed2.txt,ok,
69,2,bkz20_30,20+30,3098.287752937096,2038.9533037376957,1.5195481658444492,svp_dim69_seed2.txt,ok,
69,2,bkz20_30_40,20+30+40,2905.67221138242,2038.9533037376993,1.4250803125583593,svp_dim69_seed2.txt,ok,
69,2,lll,LLL,4007.000748689724,2038.953303737703,1.9652243831893053,svp_dim69_seed2.txt,ok,
69,3,bkz20,20,3513.398070244819,2055.459216988224,1.7093007933248365,svp_dim69_seed3.txt,ok,
69,3,bkz20_30,20+30,3091.668805030709,2055.4592169882317,1.5041255888116267,svp_dim69_seed3.txt,ok,
69,3,bkz20_30_40,20+30+40,2958.2641869853355,2055.4592169882258,1.4392230030814963,svp_dim69_seed3.txt,ok,
69,3,lll,LLL,3513.398070244819,2055.4592169882317,1.7093007933248305,svp_dim69_seed3.txt,ok,
69,5,bkz20,20,3215.093622276029,2044.2968862909233,1.572713652227561,svp_dim69_seed5.txt,ok,
69,5,bkz20_30,20+30,2757.384086412337,2044.2968862909233,1.3488178282241607,svp_dim69_seed5.txt,ok,
69,5,bkz20_30_40,20+30+40,2757.384086412337,2044.2968862909215,1.348817828224162,svp_dim69_seed5.txt,ok,
69,5,lll,LLL,3720.023252615502,2044.2968862909233,1.8197079287074287,svp_dim69_seed5.txt,ok,
69,8,bkz20,20,3220.7953986554303,2051.5555236683667,1.5699284574547399,svp_dim69_seed8.txt,ok,
69,8,bkz20_30,20+30,3220.7953986554303,2051.5555236683704,1.5699284574547372,svp_dim69_seed8.txt,ok,
69,8,bkz20_30_40,20+30+40,2808.967959945432,2051.5555236683613,1.3691893431783657,svp_dim69_seed8.txt,ok,
69,8,lll,LLL,3220.7953986554303,2051.555523668363,1.5699284574547427,svp_dim69_seed8.txt,ok,
69,63,bkz20,20,3121.053988639094,2044.2669446105149,1.5267350464514478,svp_dim69_seed63.txt,ok,
69,63,bkz20_30,20+30,3074.3765221585963,2044.2669446105112,1.5039016945726476,svp_dim69_seed63.txt,ok,
69,63,bkz20_30_40,20+30+40,3035.9645913613663,2044.2669446105058,1.4851116187958557,svp_dim69_seed63.txt,ok,
69,63,lll,LLL,4298.41924432692,2044.266944610513,2.102670228885339,svp_dim69_seed63.txt,ok,
69,555,bkz20,20,3477.643886311536,2054.4695633966935,1.6927210547533647,svp_dim69_seed555.txt,ok,
69,555,bkz20_30,20+30,3165.461261806875,2054.4695633966953,1.5407681467781664,svp_dim69_seed555.txt,ok,
69,555,bkz20_30_40,20+30+40,3165.461261806875,2054.4695633966953,1.5407681467781664,svp_dim69_seed555.txt,ok,
69,555,lll,LLL,3477.643886311536,2054.4695633966935,1.6927210547533647,svp_dim69_seed555.txt,ok,
69,2675,bkz20,20,3419.6302431695763,2042.8032842886962,1.6739890078844724,svp_dim69_seed2675.txt,ok,
69,2675,bkz20_30,20+30,3082.5212083617535,2042.803284288689,1.5089662485221125,svp_dim69_seed2675.txt,ok,
69,2675,bkz20_30_40,20+30+40,2859.8767455958637,2042.803284288689,1.3999765751266071,svp_dim69_seed2675.txt,ok,
69,2675,lll,LLL,3491.121453057741,2042.803284288689,1.7089856276951119,svp_dim69_seed2675.txt,ok,
70,0,bkz20,20,3148.374501230755,2069.307998844336,1.5214624903538065,svp_dim70_seed0.txt,ok,
70,0,bkz20_30,20+30,3148.374501230755,2069.3079988443396,1.5214624903538037,svp_dim70_seed0.txt,ok,
70,0,bkz20_30_40,20+30+40,3148.374501230755,2069.3079988443415,1.5214624903538023,svp_dim70_seed0.txt,ok,
70,0,lll,LLL,3148.374501230755,2069.307998844336,1.5214624903538065,svp_dim70_seed0.txt,ok,
70,1,bkz20,20,4005.7417540325796,2053.5124277040613,1.9506781161832154,svp_dim70_seed1.txt,ok,
70,1,bkz20_30,20+30,3428.0176487293656,2053.512427704063,1.669343512355595,svp_dim70_seed1.txt,ok,
70,1,bkz20_30_40,20+30+40,3428.0176487293656,2053.5124277040686,1.6693435123555906,svp_dim70_seed1.txt,ok,
70,1,lll,LLL,4183.885873204478,2053.5124277040704,2.037429049252101,svp_dim70_seed1.txt,ok,
70,2,bkz20,20,3676.008433069761,2070.787419840189,1.7751742153008894,svp_dim70_seed2.txt,ok,
70,2,bkz20_30,20+30,3449.1538092697456,2070.7874198401837,1.6656242819632059,svp_dim70_seed2.txt,ok,
70,2,bkz20_30_40,20+30+40,3086.538838245844,2070.787419840182,1.4905145784998324,svp_dim70_seed2.txt,ok,
70,2,lll,LLL,4137.004471837077,2070.7874198401855,1.9977929323891457,svp_dim70_seed2.txt,ok,
70,3,bkz20,20,3230.304010460936,2062.8919143216604,1.5659104522318879,svp_dim70_seed3.txt,ok,
70,3,bkz20_30,20+30,3230.304010460936,2062.8919143216604,1.5659104522318879,svp_dim70_seed3.txt,ok,
70,3,bkz20_30_40,20+30+40,3011.4189346552257,2062.8919143216567,1.4598045170221507,svp_dim70_seed3.txt,ok,
70,3,lll,LLL,3943.1087989047414,2062.891914321664,1.9114471153479433,svp_dim70_seed3.txt,ok,
70,5,bkz20,20,3790.6564075368274,2064.299081179315,1.8362922514945172,svp_dim70_seed5.txt,ok,
70,5,bkz20_30,20+30,2990.8935119793177,2064.299081179315,1.4488663678863085,svp_dim70_seed5.txt,ok,
70,5,bkz20_30_40,20+30+40,2990.8935119793177,2064.299081179315,1.4488663678863085,svp_dim70_seed5.txt,ok,
70,5,lll,LLL,4214.12114206509,2064.299081179319,2.0414295488895893,svp_dim70_seed5.txt,ok,
70,8,bkz20,20,3343.872007119889,2064.9101975459066,1.619378901365297,svp_dim70_seed8.txt,ok,
70,8,bkz20_30,20+30,3309.995619332448,2064.9101975459084,1.6029731575088788,svp_dim70_seed8.txt,ok,
70,8,bkz20_30_40,20+30+40,2849.5153973965466,2064.910197545912,1.379970616050575,svp_dim70_seed8.txt,ok,
70,8,lll,LLL,3979.152171003263,2064.910197545905,1.9270340064824067,svp_dim70_seed8.txt,ok,
70,17,bkz20,20,3061.152560719572,2058.1086017500247,1.4873620168132293,svp_dim70_seed17.txt,ok,
70,17,bkz20_30,20+30,3061.152560719572,2058.10860175003,1.4873620168132253,svp_dim70_seed17.txt,ok,
70,17,bkz20_30_40,20+30+40,3061.152560719572,2058.1086017500265,1.487362016813228,svp_dim70_seed17.txt,ok,
70,17,lll,LLL,4422.933189637843,2058.10860175003,2.1490280862132245,svp_dim70_seed17.txt,ok,
70,1815,bkz20,20,3162.532055173511,2071.541609347533,1.5266563031623603,svp_dim70_seed1815.txt,ok,
70,1815,bkz20_30,20+30,3162.532055173511,2071.5416093475274,1.5266563031623646,svp_dim70_seed1815.txt,ok,
70,1815,bkz20_30_40,20+30+40,3077.9506168878047,2071.5416093475383,1.4858261127843093,svp_dim70_seed1815.txt,ok,
70,1815,lll,LLL,3162.532055173511,2071.5416093475346,1.526656303162359,svp_dim70_seed1815.txt,ok,
70,4592,bkz20,20,3351.35077244982,2066.5265352300776,1.6217313038647703,svp_dim70_seed4592.txt,ok,
70,4592,bkz20_30,20+30,3233.858531228598,2066.5265352300758,1.5648763643233634,svp_dim70_seed4592.txt,ok,
70,4592,bkz20_30_40,20+30+40,2978.6589264298104,2066.5265352300758,1.441384311137424,svp_dim70_seed4592.txt,ok,
70,4592,lll,LLL,4314.3270622427335,2066.5265352300794,2.087719169675405,svp_dim70_seed4592.txt,ok,
71,0,bkz20,20,3630.508228884764,2084.4162817727793,1.7417385675941113,svp_dim71_seed0.txt,ok,
71,0,bkz20_30,20+30,3297.3146649963487,2084.4162817727774,1.5818887493010811,svp_dim71_seed0.txt,ok,
71,0,bkz20_30_40,20+30+40,3165.2511748674847,2084.416281772783,1.5185312082553195,svp_dim71_seed0.txt,ok,
71,0,lll,LLL,4230.367123548494,2084.4162817727774,2.0295212432089644,svp_dim71_seed0.txt,ok,
71,1,bkz20,20,3455.7988946117785,2081.510770099546,1.6602358941657116,svp_dim71_seed1.txt,ok,
71,1,bkz20_30,20+30,3380.085945652864,2081.510770099546,1.6238618575541723,svp_dim71_seed1.txt,ok,
71,1,bkz20_30_40,20+30+40,3262.193893685659,2081.510770099553,1.5672241242016907,svp_dim71_seed1.txt,ok,
71,1,lll,LLL,3455.7988946117785,2081.5107700995513,1.6602358941657072,svp_dim71_seed1.txt,ok,
71,2,bkz20,20,3784.3988954654324,2073.9505921826362,1.824729532964771,svp_dim71_seed2.txt,ok,
71,2,bkz20_30,20+30,3078.239269452589,2073.9505921826308,1.4842394418919316,svp_dim71_seed2.txt,ok,
71,2,bkz20_30_40,20+30+40,3078.239269452589,2073.9505921826385,1.4842394418919262,svp_dim71_seed2.txt,ok,
71,2,lll,LLL,4138.677083320227,2073.9505921826326,1.9955524007756948,svp_dim71_seed2.txt,ok,
71,3,bkz20,20,3841.4341072052757,2077.732753612209,1.8488586178981934,svp_dim71_seed3.txt,ok,
71,3,bkz20_30,20+30,3205.911726794738,2077.732753612209,1.5429856035243954,svp_dim71_seed3.txt,ok,
71,3,bkz20_30_40,20+30+40,3149.116225228911,2077.7327536122016,1.51565027781079,svp_dim71_seed3.txt,ok,
71,3,lll,LLL,3865.870794529997,2077.732753612209,1.8606198452659755,svp_dim71_seed3.txt,ok,
71,5,bkz20,20,3392.256033969134,2075.3655889534116,1.634534200636823,svp_dim71_seed5.txt,ok,
71,5,bkz20_30,20+30,3036.4578047455216,2075.365588953408,1.4630953798731845,svp_dim71_seed5.txt,ok,
71,5,bkz20_30_40,20+30+40,3036.4578047455216,2075.3655889534098,1.4630953798731832,svp_dim71_seed5.txt,ok,
71,5,lll,LLL,3969.9589418531805,2075.365588953408,1.9128961966913998,svp_dim71_seed5.txt,ok,
71,31,bkz20,20,3846.303030183657,2074.469615094425,1.8541139393881083,svp_dim71_seed31.txt,ok,
71,31,bkz20_30,20+30,3435.1423551288217,2074.4696150944233,1.6559135550281199,svp_dim71_seed31.txt,ok,
71,31,bkz20_30_40,20+30+40,3235.1374004823965,2074.469615094427,1.5595009813316247,svp_dim71_seed31.txt,ok,
71,31,lll,LLL,4326.228033749491,2074.469615094425,2.0854622320185543,svp_dim71_seed31.txt,ok,
71,53,bkz20,20,3081.0595580092277,2081.0165904537594,1.4805550191877193,svp_dim71_seed53.txt,ok,
71,53,bkz20_30,20+30,3081.0595580092277,2081.0165904537594,1.4805550191877193,svp_dim71_seed53.txt,ok,
71,53,bkz20_30_40,20+30+40,3033.858599209922,2081.016590453754,1.45787333610272,svp_dim71_seed53.txt,ok,
71,53,lll,LLL,3531.0382325882583,2081.016590453761,1.6967852389001488,svp_dim71_seed53.txt,ok,
71,885,bkz20,20,3690.677444589271,2075.0109669474386,1.7786303317801977,svp_dim71_seed885.txt,ok,
71,885,bkz20_30,20+30,3343.106639040998,2075.0109669474386,1.611127214406516,svp_dim71_seed885.txt,ok,
71,885,bkz20_30_40,20+30+40,3343.106639040998,2075.0109669474423,1.6111272144065132,svp_dim71_seed885.txt,ok,
71,885,lll,LLL,3717.7657268849025,2075.010966947437,1.7916848566608465,svp_dim71_seed885.txt,ok,
71,1000,bkz20,20,3037.626869778447,2075.7480364815656,1.4633890127278093,svp_dim71_seed1000.txt,ok,
71,1000,bkz20_30,20+30,3037.626869778447,2075.7480364815733,1.4633890127278042,svp_dim71_seed1000.txt,ok,
71,1000,bkz20_30_40,20+30+40,3037.626869778447,2075.748036481569,1.4633890127278066,svp_dim71_seed1000.txt,ok,
71,1000,lll,LLL,4268.437770426084,2075.748036481575,2.056337135050915,svp_dim71_seed1000.txt,ok,
72,16,bkz20,20,3644.1506555025976,2094.9880776278515,1.7394612859223801,svp_dim72_seed16.txt,ok,
72,16,bkz20_30,20+30,3500.2221358079514,2094.988077627848,1.6707599308971957,svp_dim72_seed16.txt,ok,
72,16,bkz20_30_40,20+30+40,3236.076636916991,2094.988077627842,1.5446754430131198,svp_dim72_seed16.txt,ok,
72,16,lll,LLL,4258.441146710848,2094.9880776278515,2.0326803728318437,svp_dim72_seed16.txt,ok,
72,1077,bkz20,20,3631.0749097202606,2085.8881233389025,1.7407812380215109,svp_dim72_seed1077.txt,ok,
72,1077,bkz20_30,20+30,3220.5788299620945,2085.8881233389043,1.543984451480014,svp_dim72_seed1077.txt,ok,
72,1077,bkz20_30_40,20+30+40,3154.1238086035864,2085.8881233389043,1.5121251103126017,svp_dim72_seed1077.txt,ok,
72,1077,lll,LLL,3631.0749097202606,2085.8881233389006,1.7407812380215124,svp_dim72_seed1077.txt,ok,
72,4056,bkz20,20,3785.567460764636,2095.2743968443106,1.8067168035203756,svp_dim72_seed4056.txt,ok,
72,4056,bkz20_30,20+30,3476.37656188164,2095.2743968443087,1.6591509766536585,svp_dim72_seed4056.txt,ok,
72,4056,bkz20_30_40,20+30+40,3205.243984472944,2095.274396844305,1.5297490339691855,svp_dim72_seed4056.txt,ok,
72,4056,lll,LLL,4188.4054245022635,2095.274396844313,1.998977046066334,svp_dim72_seed4056.txt,ok,
72,4058,bkz20,20,3119.7128072949286,2087.961030286473,1.4941432153390797,svp_dim72_seed4058.txt,ok,
72,4058,bkz20_30,20+30,3119.7128072949286,2087.961030286473,1.4941432153390797,svp_dim72_seed4058.txt,ok,
72,4058,bkz20_30_40,20+30+40,3119.7128072949286,2087.961030286467,1.4941432153390837,svp_dim72_seed4058.txt,ok,
72,4058,lll,LLL,4034.74299057573,2087.961030286467,1.9323842409176406,svp_dim72_seed4058.txt,ok,
72,5076,bkz20,20,3888.4721935485163,2084.5870662173593,1.8653441041464593,svp_dim72_seed5076.txt,ok,
72,5076,bkz20_30,20+30,3235.725884558209,2084.587066217361,1.5522143147657896,svp_dim72_seed5076.txt,ok,
72,5076,bkz20_30_40,20+30+40,2961.3030915460154,2084.5870662173647,1.4205705962282091,svp_dim72_seed5076.txt,ok,
72,5076,lll,LLL,4919.215791160211,2084.5870662173647,2.3598034694163608,svp_dim72_seed5076.txt,ok,
72,5499,bkz20,20,3870.1341062035567,2097.052913692687,1.8455109458295271,svp_dim72_seed5499.txt,ok,
72,5499,bkz20_30,20+30,3461.0855233582447,2097.052913692678,1.6504521658748497,svp_dim72_seed5499.txt,ok,
72,5499,bkz20_30_40,20+30+40,3204.722764920547,2097.052913692687,1.5282031006444043,svp_dim72_seed5499.txt,ok,
72,5499,lll,LLL,3870.1341062035567,2097.052913692693,1.8455109458295222,svp_dim72_seed5499.txt,ok,
72,5555,bkz20,20,3325.754651203241,2083.2102665695916,1.5964565385325886,svp_dim72_seed5555.txt,ok,
72,5555,bkz20_30,20+30,3250.407974393369,2083.210266569588,1.5602879971140886,svp_dim72_seed5555.txt,ok,
72,5555,bkz20_30_40,20+30+40,2924.1439773034444,2083.2102665695916,1.4036720268850311,svp_dim72_seed5555.txt,ok,
72,5555,lll,LLL,3606.263717478243,2083.210266569595,1.7311088445318807,svp_dim72_seed5555.txt,ok,
72,6214,bkz20,20,3791.580673017522,2084.874575136513,1.8186133200695094,svp_dim72_seed6214.txt,ok,
72,6214,bkz20_30,20+30,3297.048983560908,2084.8745751365186,1.5814135885584464,svp_dim72_seed6214.txt,ok,
72,6214,bkz20_30_40,20+30+40,3036.104576591525,2084.8745751365186,1.4562528666227892,svp_dim72_seed6214.txt,ok,
72,6214,lll,LLL,4056.3415783190685,2084.8745751365186,1.945604606959849,svp_dim72_seed6214.txt,ok,
72,7260,bkz20,20,3599.6879031382678,2100.71194649051,1.7135561632578784,svp_dim72_seed7260.txt,ok,
72,7260,bkz20_30,20+30,3478.811003777007,2100.7119464905177,1.6560152426365564,svp_dim72_seed7260.txt,ok,
72,7260,bkz20_30_40,20+30+40,3257.4245962109403,2100.711946490508,1.5506288721082677,svp_dim72_seed7260.txt,ok,
72,7260,lll,LLL,4700.732177012428,2100.7119464905177,2.23768526897062,svp_dim72_seed7260.txt,ok,
73,0,bkz20,20,3946.5495055807933,2102.814642718256,1.876793810261463,svp_dim73_seed0.txt,ok,
73,0,bkz20_30,20+30,3388.5039471719656,2102.814642718256,1.6114135208758726,svp_dim73_seed0.txt,ok,
73,0,bkz20_30_40,20+30+40,3026.4209885605787,2102.814642718256,1.4392238512512923,svp_dim73_seed0.txt,ok,
73,0,lll,LLL,4685.74113668265,2102.8146427182523,2.228318674167837,svp_dim73_seed0.txt,ok,
73,1,bkz20,20,3104.1158161383096,2115.986603522827,1.4669827356044616,svp_dim73_seed1.txt,ok,
73,1,bkz20_30,20+30,3104.1158161383096,2115.986603522821,1.4669827356044653,svp_dim73_seed1.txt,ok,
73,1,bkz20_30_40,20+30+40,3104.1158161383096,2115.986603522825,1.4669827356044627,svp_dim73_seed1.txt,ok,
73,1,lll,LLL,3855.0354083976945,2115.986603522821,1.8218619163181848,svp_dim73_seed1.txt,ok,
73,2,bkz20,20,3428.7029617626586,2116.0874590292897,1.620303048974877,svp_dim73_seed2.txt,ok,
73,2,bkz20_30,20+30,3428.7029617626586,2116.087459029284,1.6203030489748815,svp_dim73_seed2.txt,ok,
73,2,bkz20_30_40,20+30+40,3428.7029617626586,2116.087459029288,1.6203030489748786,svp_dim73_seed2.txt,ok,
73,2,lll,LLL,4070.404279675427,2116.087459029288,1.9235520074121333,svp_dim73_seed2.txt,ok,
73,3,bkz20,20,3290.2074402687726,2102.6937741035485,1.5647582547637031,svp_dim73_seed3.txt,ok,
73,3,bkz20_30,20+30,3290.2074402687726,2102.693774103554,1.564758254763699,svp_dim73_seed3.txt,ok,
73,3,bkz20_30_40,20+30+40,3201.749209416629,2102.693774103552,1.5226892516869892,svp_dim73_seed3.txt,ok,
73,3,lll,LLL,4453.486611633634,2102.693774103554,2.1179910581759813,svp_dim73_seed3.txt,ok,
73,5,bkz20,20,3840.0567704136874,2114.8546854204737,1.815754433099601,svp_dim73_seed5.txt,ok,
73,5,bkz20_30,20+30,3283.971223990857,2114.8546854204737,1.5528117589497363,svp_dim73_seed5.txt,ok,
73,5,bkz20_30_40,20+30+40,2836.653838592222,2114.854685420478,1.3412996449107026,svp_dim73_seed5.txt,ok,
73,5,lll,LLL,3886.1729246136206,2114.8546854204756,1.837560259531955,svp_dim73_seed5.txt,ok,
73,8,bkz20,20,3621.0909958188017,2114.6253734995503,1.7124030767805274,svp_dim73_seed8.txt,ok,
73,8,bkz20_30,20+30,3369.93293701818,2114.625373499554,1.5936311836839363,svp_dim73_seed8.txt,ok,
73,8,bkz20_30_40,20+30+40,3278.147952731846,2114.625373499558,1.5502263397637848,svp_dim73_seed8.txt,ok,
73,8,lll,LLL,3956.991281264084,2114.6253734995503,1.8712493148209761,svp_dim73_seed8.txt,ok,
73,13,bkz20,20,3807.855827102699,2099.7540654304294,1.8134770589536282,svp_dim73_seed13.txt,ok,
73,13,bkz20_30,20+30,3447.881523486559,2099.754065430431,1.6420406466886748,svp_dim73_seed13.txt,ok,
73,13,bkz20_30_40,20+30+40,3121.8705930899832,2099.754065430435,1.486779163563625,svp_dim73_seed13.txt,ok,
73,13,lll,LLL,4191.4219544207135,2099.7540654304257,1.996148988791942,svp_dim73_seed13.txt,ok,
73,74,bkz20,20,4122.724827101608,2110.5957473832573,1.9533465052286842,svp_dim73_seed74.txt,ok,
73,74,bkz20_30,20+30,3781.9275508660926,2110.595747383246,1.7918767985555708,svp_dim73_seed74.txt,ok,
73,74,bkz20_30_40,20+30+40,3437.535599815662,2110.5957473832555,1.6287039354066568,svp_dim73_seed74.txt,ok,
73,74,lll,LLL,4983.329409140043,2110.595747383253,2.3611008480986686,svp_dim73_seed74.txt,ok,
73,179,bkz20,20,3581.864877406741,2114.7520601288857,1.6937516907719388,svp_dim73_seed179.txt,ok,
73,179,bkz20_30,20+30,3436.0007275901407,2114.752060128882,1.624777103837287,svp_dim73_seed179.txt,ok,
73,179,bkz20_30_40,20+30+40,3302.7779216895606,2114.752060128882,1.5617802124227629,svp_dim73_seed179.txt,ok,
73,179,lll,LLL,4243.400405335323,2114.75206012888,2.006571117881647,svp_dim73_seed179.txt,ok,
74,69,bkz20,20,3636.77013296139,2127.290593105168,1.7095784397057205,svp_dim74_seed69.txt,ok,
74,69,bkz20_30,20+30,3636.77013296139,2127.2905931051646,1.7095784397057234,svp_dim74_seed69.txt,ok,
74,69,bkz20_30_40,20+30+40,3238.080913133579,2127.290593105172,1.5221620043959316,svp_dim74_seed69.txt,ok,
74,69,lll,LLL,4342.829031863912,2127.2905931051737,2.041483681608703,svp_dim74_seed69.txt,ok,
74,144,bkz20,20,4099.131005469325,2112.6463098202958,1.9402826618043802,svp_dim74_seed144.txt,ok,
74,144,bkz20_30,20+30,3368.5321729204243,2112.646309820292,1.5944610118893785,svp_dim74_seed144.txt,ok,
